用户码,日期,客户端,性别
267447,11/17/2020,手机,女
449459,11/4/2020,电脑,女
283973,10/29/2020,电脑,女
481960,11/14/2020,电脑,男
221063,12/6/2020,电脑,男
209115,12/16/2020,电脑,男
249800,11/12/2020,电脑,男
364749,10/10/2020,电脑,女
393528,11/8/2020,手机,女
498705,12/11/2020,电脑,男
447751,12/7/2020,手机,女
384454,11/7/2020,电脑,男
324197,12/20/2020,电脑,女
254735,12/27/2020,电脑,女
499237,11/11/2020,电脑,女
389208,11/1/2020,电脑,女
257262,11/29/2020,手机,男
466785,12/21/2020,电脑,男
219256,1/18/2021,电脑,女
382958,12/23/2020,电脑,女
462317,10/5/2020,电脑,女
215985,12/16/2020,电脑,男
320925,1/1/2021,电脑,女
227882,12/15/2020,电脑,女
246756,11/10/2020,手机,女
330503,10/3/2020,电脑,女
381161,1/6/2021,电脑,男
414514,10/21/2020,电脑,男
435642,1/23/2021,电脑,男
495415,1/10/2021,电脑,女
328599,11/8/2020,电脑,女
403411,10/5/2020,电脑,男
340036,11/26/2020,手机,男
310603,12/27/2020,电脑,女
310121,1/16/2021,电脑,女
309199,10/12/2020,电脑,女
373171,11/13/2020,电脑,女
468972,11/16/2020,手机,男
209534,11/6/2020,电脑,男
398842,12/3/2020,手机,男
388967,10/1/2020,电脑,男
433473,10/19/2020,电脑,男
419415,11/28/2020,电脑,男
479342,11/23/2020,手机,女
278352,11/26/2020,电脑,男
222485,10/10/2020,手机,男
492126,12/1/2020,手机,女
294864,10/22/2020,电脑,女
241735,11/30/2020,电脑,女
330665,10/3/2020,电脑,女
212013,12/25/2020,手机,男
494806,11/24/2020,手机,女
203211,11/29/2020,手机,女
469342,10/18/2020,手机,女
209767,1/18/2021,电脑,女
367649,1/21/2021,电脑,女
272565,10/7/2020,电脑,女
296560,10/12/2020,手机,男
245142,1/18/2021,电脑,男
463440,12/18/2020,电脑,男
493060,1/14/2021,手机,男
234265,12/2/2020,手机,女
445679,12/22/2020,电脑,男
329767,12/23/2020,电脑,女
229955,11/29/2020,电脑,男
314046,10/25/2020,电脑,女
219796,11/18/2020,电脑,女
384484,11/16/2020,手机,女
394636,12/8/2020,电脑,女
273536,12/15/2020,电脑,女
468535,1/6/2021,电脑,男
317421,10/15/2020,电脑,男
419861,12/4/2020,手机,女
381762,10/25/2020,电脑,女
392656,12/3/2020,手机,男
448234,1/6/2021,手机,男
440231,11/27/2020,电脑,男
393858,1/16/2021,手机,女
418512,12/10/2020,手机,男
418291,10/29/2020,电脑,女
368814,12/15/2020,电脑,女
260404,10/14/2020,电脑,女
431941,10/3/2020,手机,男
287340,11/30/2020,电脑,女
408388,10/4/2020,电脑,女
483578,11/22/2020,电脑,女
404746,11/16/2020,手机,女
377357,1/3/2021,手机,女
206099,1/8/2021,电脑,女
446389,10/28/2020,电脑,男
295072,12/27/2020,手机,男
494989,10/9/2020,电脑,女
427824,12/27/2020,电脑,男
218050,10/12/2020,电脑,女
302853,10/7/2020,电脑,男
460199,12/6/2020,手机,女
499698,1/15/2021,手机,女
375122,1/9/2021,电脑,男
293808,10/16/2020,手机,男
395552,12/20/2020,电脑,女
376448,11/30/2020,电脑,女
205655,10/10/2020,手机,男
467619,10/30/2020,手机,男
216211,12/7/2020,电脑,女
229172,12/9/2020,手机,男
349972,12/11/2020,电脑,女
393350,10/8/2020,手机,男
318942,11/27/2020,电脑,女
253124,12/19/2020,手机,女
393367,10/16/2020,电脑,女
457671,11/21/2020,电脑,女
472373,10/1/2020,电脑,男
332949,1/23/2021,电脑,女
301116,12/6/2020,电脑,男
474791,1/12/2021,电脑,男
472739,12/30/2020,手机,男
483760,10/15/2020,电脑,男
301548,1/12/2021,电脑,男
454858,10/14/2020,电脑,女
385014,12/17/2020,手机,男
277944,1/12/2021,电脑,男
391781,12/27/2020,手机,女
409246,11/23/2020,电脑,男
305619,11/2/2020,手机,女
292590,12/12/2020,手机,女
235190,12/28/2020,电脑,男
396919,11/17/2020,电脑,男
211213,11/2/2020,电脑,男
299742,11/23/2020,电脑,男
410660,1/14/2021,手机,女
242760,12/28/2020,电脑,男
299414,12/12/2020,手机,女
300335,1/5/2021,手机,男
337269,1/23/2021,手机,男
467815,1/13/2021,电脑,女
465339,1/20/2021,电脑,女
283143,1/19/2021,电脑,男
405851,11/22/2020,电脑,男
201341,11/19/2020,电脑,女
444745,10/17/2020,电脑,男
273826,1/15/2021,电脑,女
263369,11/3/2020,电脑,男
482418,11/14/2020,电脑,男
266538,11/4/2020,手机,男
451687,10/10/2020,手机,男
231544,12/24/2020,电脑,男
203923,12/18/2020,手机,男
327425,12/14/2020,手机,女
365084,10/24/2020,电脑,女
422630,1/6/2021,电脑,女
238611,12/21/2020,手机,男
469859,11/20/2020,电脑,男
418637,1/16/2021,手机,女
376381,10/8/2020,手机,男
283669,12/26/2020,电脑,男
313173,11/12/2020,电脑,男
325167,11/4/2020,电脑,男
264670,12/7/2020,手机,男
496308,11/27/2020,电脑,女
211815,1/2/2021,电脑,女
403886,1/25/2021,手机,男
224084,1/8/2021,电脑,男
210716,12/16/2020,手机,女
275114,10/4/2020,电脑,女
245952,12/20/2020,电脑,男
299492,10/19/2020,电脑,女
486995,11/30/2020,电脑,女
341978,10/4/2020,电脑,女
267001,1/27/2021,手机,男
407061,1/3/2021,电脑,女
375830,1/10/2021,电脑,女
351734,1/4/2021,手机,女
479690,10/31/2020,手机,女
298797,11/20/2020,电脑,女
461491,12/7/2020,手机,女
357331,12/13/2020,电脑,女
478094,10/5/2020,手机,女
438279,12/30/2020,电脑,男
410456,11/6/2020,电脑,男
297227,12/19/2020,手机,女
247948,1/9/2021,电脑,女
294387,1/21/2021,电脑,男
398900,12/19/2020,电脑,男
392235,10/3/2020,电脑,女
268554,10/5/2020,电脑,男
447357,11/18/2020,电脑,男
310115,1/11/2021,电脑,女
236503,10/6/2020,电脑,男
203633,11/20/2020,手机,女
340942,12/19/2020,手机,男
431353,11/22/2020,手机,男
380980,10/23/2020,电脑,男
455092,1/14/2021,电脑,女
437424,10/24/2020,电脑,女
439952,12/2/2020,电脑,男
351990,11/4/2020,电脑,男
212139,10/17/2020,电脑,男
239558,11/28/2020,电脑,女
358747,10/22/2020,电脑,男
202381,1/17/2021,电脑,女
286049,12/12/2020,电脑,女
474161,10/30/2020,电脑,男
471510,11/21/2020,电脑,女
400646,12/9/2020,手机,女
228039,1/19/2021,手机,男
484194,11/16/2020,手机,女
448555,12/21/2020,电脑,男
318097,12/17/2020,电脑,男
324668,12/25/2020,电脑,男
465288,10/14/2020,电脑,女
238153,12/29/2020,电脑,女
273518,10/19/2020,手机,男
457643,11/13/2020,电脑,男
364055,11/3/2020,电脑,男
206469,10/18/2020,电脑,男
292071,12/10/2020,电脑,男
272959,11/17/2020,电脑,男
403208,11/12/2020,电脑,男
228578,10/15/2020,电脑,女
469741,11/22/2020,电脑,女
433885,12/5/2020,手机,女
200801,10/5/2020,电脑,男
396641,11/27/2020,手机,男
371034,10/8/2020,手机,女
274465,12/24/2020,手机,女
466002,12/21/2020,电脑,女
430456,11/19/2020,电脑,女
357031,12/13/2020,电脑,女
256363,11/15/2020,电脑,女
205528,10/12/2020,电脑,女
372407,1/4/2021,电脑,女
360247,11/1/2020,电脑,女
332652,10/30/2020,电脑,男
455045,1/8/2021,电脑,男
364835,11/7/2020,电脑,女
265101,10/11/2020,电脑,女
399931,10/23/2020,电脑,女
350818,1/24/2021,手机,女
497699,1/26/2021,手机,女
476779,11/4/2020,电脑,女
369186,12/30/2020,电脑,女
453969,11/29/2020,电脑,女
425518,12/14/2020,手机,男
316020,10/17/2020,手机,男
254951,1/23/2021,手机,男
296077,10/31/2020,电脑,女
459986,10/15/2020,电脑,女
242756,12/20/2020,手机,女
255778,12/15/2020,电脑,女
413934,10/8/2020,电脑,男
321602,12/19/2020,电脑,女
275207,1/24/2021,电脑,男
238139,1/4/2021,电脑,女
223604,12/22/2020,电脑,男
366861,1/13/2021,电脑,女
492372,12/6/2020,电脑,男
320128,12/10/2020,电脑,男
487710,12/1/2020,电脑,女
215243,1/13/2021,电脑,男
382764,10/25/2020,电脑,女
247397,12/1/2020,电脑,女
209682,1/5/2021,手机,女
330188,10/31/2020,电脑,男
387304,1/11/2021,电脑,女
458103,12/19/2020,电脑,女
412395,11/29/2020,电脑,女
331741,11/30/2020,电脑,女
347350,12/5/2020,电脑,男
313725,10/31/2020,手机,男
476595,12/3/2020,电脑,女
364080,10/3/2020,电脑,女
478838,12/21/2020,电脑,男
269147,10/2/2020,电脑,女
322198,10/10/2020,电脑,男
277889,1/28/2021,电脑,女
303442,11/22/2020,电脑,男
210179,1/12/2021,手机,女
403015,11/2/2020,电脑,女
274197,10/25/2020,电脑,女
420448,10/1/2020,电脑,男
299927,11/7/2020,电脑,男
465700,1/27/2021,手机,女
358409,1/22/2021,电脑,男
319249,10/14/2020,手机,女
295858,11/17/2020,电脑,男
470677,10/27/2020,电脑,女
332569,10/29/2020,电脑,女
285943,1/16/2021,电脑,男
408010,1/3/2021,电脑,女
386104,1/18/2021,手机,男
341791,1/7/2021,手机,男
253709,10/31/2020,电脑,女
490238,11/7/2020,手机,女
310073,11/2/2020,电脑,女
416833,1/18/2021,电脑,男
290236,11/20/2020,电脑,女
288354,1/4/2021,手机,男
254337,10/4/2020,电脑,女
318122,12/23/2020,电脑,男
294097,11/19/2020,电脑,男
284580,12/28/2020,手机,男
448445,10/19/2020,电脑,男
250069,1/17/2021,电脑,男
431242,11/14/2020,电脑,男
381995,12/27/2020,电脑,男
475303,11/14/2020,电脑,男
352219,11/26/2020,电脑,女
293988,1/3/2021,手机,男
230282,1/10/2021,手机,男
200048,11/12/2020,电脑,女
219009,11/28/2020,电脑,女
208921,11/27/2020,手机,女
220471,1/28/2021,电脑,女
321373,12/19/2020,电脑,男
412508,10/14/2020,手机,女
277560,10/19/2020,手机,女
461201,1/22/2021,电脑,男
247019,12/20/2020,电脑,男
244939,12/24/2020,电脑,女
303114,12/7/2020,电脑,男
337032,12/18/2020,电脑,女
339776,1/5/2021,电脑,女
429531,1/4/2021,电脑,男
289046,12/31/2020,手机,男
385108,10/31/2020,电脑,男
244180,11/10/2020,电脑,男
372869,11/18/2020,手机,女
293319,10/30/2020,电脑,男
288066,1/22/2021,电脑,女
460075,12/14/2020,电脑,女
284901,1/9/2021,电脑,男
244780,1/28/2021,电脑,女
404455,10/15/2020,手机,男
283508,10/29/2020,手机,女
489467,11/27/2020,手机,女
374315,12/27/2020,电脑,女
484257,1/2/2021,手机,男
295244,10/8/2020,电脑,男
261520,12/30/2020,电脑,女
264622,11/20/2020,手机,男
228016,10/17/2020,手机,男
384249,10/13/2020,手机,男
493519,12/12/2020,手机,男
388498,10/16/2020,电脑,女
485770,12/15/2020,电脑,男
393059,12/30/2020,手机,男
309161,10/12/2020,电脑,男
326908,11/17/2020,电脑,女
395787,12/2/2020,电脑,女
303187,10/7/2020,电脑,女
219467,12/2/2020,电脑,女
494743,10/27/2020,电脑,男
230254,12/17/2020,电脑,女
441950,10/26/2020,手机,女
262415,10/5/2020,手机,女
336270,10/2/2020,手机,男
452575,1/6/2021,手机,男
492498,11/4/2020,电脑,男
440539,11/2/2020,电脑,男
315568,12/22/2020,手机,男
446066,12/23/2020,手机,男
342446,11/1/2020,电脑,女
223795,1/9/2021,电脑,男
424059,11/3/2020,电脑,男
260230,1/10/2021,电脑,女
315979,12/18/2020,电脑,女
407045,10/31/2020,手机,女
291102,10/6/2020,电脑,女
247121,1/10/2021,电脑,女
428612,12/16/2020,电脑,女
278910,11/13/2020,手机,男
434404,11/18/2020,电脑,男
328400,10/25/2020,电脑,女
235999,12/9/2020,手机,男
410556,11/2/2020,电脑,男
391848,1/22/2021,手机,女
234131,1/2/2021,电脑,男
363250,11/5/2020,手机,女
438819,11/5/2020,手机,男
340870,1/6/2021,手机,女
326094,12/23/2020,电脑,男
212823,1/20/2021,电脑,女
419964,1/12/2021,电脑,男
421721,1/3/2021,电脑,女
368964,12/14/2020,电脑,男
246607,10/5/2020,手机,女
497667,12/24/2020,电脑,男
251883,11/2/2020,手机,女
285429,10/13/2020,电脑,女
472779,11/26/2020,手机,男
280701,10/10/2020,手机,女
461486,12/25/2020,手机,女
314999,12/6/2020,电脑,男
376009,1/9/2021,电脑,女
306064,1/2/2021,电脑,男
336874,11/24/2020,电脑,男
489028,11/3/2020,电脑,男
484964,10/19/2020,电脑,男
241815,11/9/2020,电脑,男
383686,1/15/2021,手机,女
396216,10/17/2020,电脑,女
310756,12/4/2020,手机,女
282706,10/26/2020,电脑,女
475876,11/17/2020,电脑,女
207363,11/28/2020,电脑,女
208352,11/17/2020,电脑,女
285263,10/1/2020,手机,男
489519,12/31/2020,手机,男
367366,1/24/2021,电脑,男
331388,1/7/2021,电脑,女
492180,1/20/2021,电脑,男
229607,1/16/2021,手机,女
448546,11/12/2020,电脑,男
276467,12/1/2020,电脑,男
363605,1/22/2021,电脑,男
208498,1/11/2021,电脑,男
371293,11/7/2020,电脑,男
441567,12/4/2020,电脑,女
319299,11/28/2020,电脑,女
372081,1/23/2021,电脑,女
467870,12/24/2020,电脑,女
241684,1/14/2021,电脑,女
375460,12/20/2020,电脑,男
309926,11/20/2020,电脑,男
436449,11/14/2020,电脑,女
241133,10/8/2020,电脑,女
212649,12/13/2020,电脑,男
203575,11/16/2020,电脑,男
279925,1/2/2021,手机,男
302993,10/15/2020,电脑,男
461321,10/20/2020,手机,男
357772,12/31/2020,电脑,男
230393,12/10/2020,手机,女
302790,11/8/2020,电脑,女
390192,12/7/2020,电脑,男
483037,11/12/2020,电脑,女
424670,1/11/2021,电脑,男
367484,12/30/2020,电脑,女
313633,1/1/2021,电脑,女
495034,11/19/2020,电脑,女
384176,11/14/2020,电脑,男
369997,1/1/2021,电脑,女
228499,10/22/2020,手机,男
250962,10/22/2020,手机,男
258699,12/19/2020,电脑,男
362088,12/27/2020,电脑,男
345171,1/14/2021,电脑,女
403525,10/22/2020,电脑,女
392280,1/8/2021,电脑,女
488194,11/15/2020,电脑,女
351526,1/18/2021,电脑,男
412523,12/26/2020,手机,女
238848,11/28/2020,电脑,女
249883,12/5/2020,手机,男
257943,10/27/2020,电脑,女
237546,10/3/2020,电脑,女
406117,10/24/2020,手机,女
341694,12/13/2020,电脑,女
319802,11/17/2020,电脑,女
487434,10/1/2020,电脑,男
410684,11/23/2020,电脑,女
216663,12/17/2020,手机,男
456485,11/4/2020,电脑,女
390383,10/4/2020,手机,女
201986,10/30/2020,电脑,男
403356,1/9/2021,电脑,女
223209,1/14/2021,电脑,女
359076,10/16/2020,电脑,男
203515,10/24/2020,手机,女
486583,10/29/2020,电脑,女
426815,1/1/2021,电脑,男
301350,10/24/2020,电脑,女
342561,10/4/2020,手机,女
447446,10/1/2020,电脑,女
471604,1/16/2021,电脑,男
231112,1/20/2021,电脑,男
217594,11/23/2020,电脑,男
436317,12/18/2020,手机,女
323599,1/4/2021,电脑,女
241733,11/22/2020,电脑,男
365182,12/29/2020,电脑,女
456545,1/12/2021,电脑,女
359204,10/14/2020,手机,男
348856,11/17/2020,电脑,男
418687,11/20/2020,电脑,女
353349,11/6/2020,手机,女
391004,11/19/2020,电脑,女
216579,10/31/2020,电脑,女
234393,11/9/2020,电脑,男
453717,10/10/2020,电脑,女
434174,1/8/2021,手机,男
244552,12/3/2020,电脑,男
444968,10/9/2020,电脑,女
317209,10/9/2020,电脑,女
477904,11/22/2020,手机,男
212998,12/10/2020,电脑,男
248071,11/20/2020,电脑,男
307694,11/21/2020,电脑,男
290000,10/12/2020,手机,男
447707,10/12/2020,手机,男
434729,11/14/2020,手机,男
280705,11/8/2020,手机,女
479677,1/17/2021,电脑,女
348034,1/24/2021,手机,男
204275,11/2/2020,手机,男
340676,10/31/2020,手机,女
368568,1/11/2021,电脑,女
436217,12/29/2020,手机,男
433255,11/10/2020,电脑,女
451072,1/7/2021,电脑,男
294655,10/11/2020,电脑,女
221381,1/17/2021,手机,男
221415,10/16/2020,手机,男
476396,1/22/2021,电脑,男
232383,1/22/2021,手机,女
441492,12/11/2020,电脑,女
263522,1/22/2021,电脑,男
437167,11/23/2020,电脑,女
362716,12/4/2020,电脑,男
434629,10/16/2020,电脑,女
358524,11/12/2020,手机,女
408698,1/8/2021,电脑,男
484414,11/30/2020,电脑,女
222236,12/8/2020,电脑,男
338216,12/10/2020,手机,女
312997,1/24/2021,电脑,男
230590,12/3/2020,电脑,男
415559,12/2/2020,电脑,男
361896,12/17/2020,电脑,女
455413,11/9/2020,电脑,男
433329,10/30/2020,手机,男
242682,11/20/2020,电脑,女
200667,10/23/2020,手机,男
282062,11/1/2020,电脑,女
479323,1/5/2021,电脑,男
345747,11/28/2020,电脑,女
464967,10/1/2020,电脑,男
384662,12/8/2020,手机,女
311470,11/11/2020,手机,女
208416,12/31/2020,电脑,男
444645,11/5/2020,电脑,男
216320,12/31/2020,电脑,女
389396,11/25/2020,手机,女
289230,10/24/2020,电脑,男
307268,12/25/2020,电脑,男
256556,1/9/2021,电脑,男
375878,11/25/2020,电脑,男
487068,11/10/2020,手机,女
287686,1/4/2021,电脑,女
321142,11/7/2020,手机,男
392439,11/7/2020,电脑,女
330756,12/12/2020,手机,男
235304,12/24/2020,电脑,男
344597,12/13/2020,手机,男
388931,10/10/2020,电脑,女
328407,11/25/2020,电脑,男
487601,11/13/2020,电脑,女
458465,10/1/2020,电脑,男
371155,12/7/2020,手机,男
286462,1/20/2021,电脑,男
339746,11/9/2020,手机,女
372272,1/9/2021,电脑,男
401994,11/21/2020,电脑,男
443683,1/9/2021,手机,男
252459,1/18/2021,手机,女
365502,12/4/2020,手机,男
431821,11/12/2020,手机,女
239270,1/5/2021,手机,男
403117,12/1/2020,电脑,女
250907,12/19/2020,电脑,女
389703,12/29/2020,电脑,女
367601,11/18/2020,电脑,男
281042,1/2/2021,手机,男
429112,10/31/2020,手机,男
238288,11/6/2020,电脑,男
208188,10/15/2020,手机,女
341326,10/12/2020,电脑,男
249133,12/24/2020,手机,女
376264,1/22/2021,电脑,女
405780,11/17/2020,手机,男
216635,1/26/2021,手机,男
215982,10/25/2020,电脑,男
246210,12/18/2020,手机,男
416943,12/26/2020,电脑,女
392559,10/31/2020,手机,女
329470,10/13/2020,电脑,男
302309,1/26/2021,手机,男
215708,11/27/2020,电脑,女
255289,10/13/2020,电脑,男
319247,1/9/2021,手机,男
475528,1/27/2021,电脑,女
407395,12/11/2020,手机,女
255699,10/9/2020,电脑,女
373935,10/14/2020,电脑,男
460467,11/14/2020,电脑,女
336123,1/11/2021,电脑,女
416081,10/19/2020,手机,女
362747,1/22/2021,电脑,男
315196,1/6/2021,电脑,女
336475,10/27/2020,手机,女
431417,12/31/2020,手机,女
470514,10/22/2020,电脑,女
256534,1/21/2021,电脑,女
457731,1/12/2021,电脑,女
251599,12/27/2020,电脑,女
318769,12/13/2020,电脑,男
402418,10/19/2020,手机,女
366640,11/7/2020,电脑,男
427204,11/6/2020,电脑,女
202930,10/13/2020,手机,男
424341,11/17/2020,手机,女
398385,1/24/2021,电脑,女
293462,10/3/2020,电脑,男
320153,10/7/2020,电脑,男
497644,12/22/2020,电脑,女
443192,12/14/2020,手机,男
396268,11/23/2020,电脑,男
466438,1/19/2021,电脑,男
450181,11/6/2020,电脑,男
239784,12/26/2020,手机,女
211346,11/3/2020,手机,女
459021,12/19/2020,电脑,男
441794,11/19/2020,电脑,男
448608,10/20/2020,电脑,女
327145,11/6/2020,手机,男
401344,11/24/2020,电脑,男
297999,1/7/2021,手机,男
275415,12/17/2020,电脑,女
336623,10/19/2020,手机,男
485032,10/10/2020,手机,女
203417,10/10/2020,手机,男
260640,12/9/2020,电脑,女
260180,10/1/2020,电脑,男
438652,1/15/2021,电脑,男
259423,10/18/2020,手机,女
335390,11/4/2020,手机,男
432408,11/18/2020,电脑,女
363090,12/6/2020,手机,女
360044,10/4/2020,手机,男
468412,1/15/2021,手机,男
464080,10/14/2020,电脑,女
220472,1/17/2021,手机,女
436349,12/31/2020,电脑,男
433904,1/25/2021,手机,女
338654,10/18/2020,手机,女
435207,11/18/2020,手机,女
282034,1/5/2021,手机,女
437957,12/18/2020,电脑,女
473865,1/1/2021,电脑,女
482510,11/6/2020,电脑,女
248261,11/5/2020,电脑,男
285891,1/13/2021,电脑,女
385737,10/25/2020,电脑,女
476216,11/14/2020,电脑,女
416405,12/19/2020,电脑,男
318371,10/16/2020,手机,女
314230,11/17/2020,手机,男
429317,1/27/2021,手机,女
283622,1/24/2021,手机,女
466915,11/23/2020,手机,男
340556,12/30/2020,电脑,男
490036,10/17/2020,电脑,女
488744,12/22/2020,电脑,男
342027,10/13/2020,电脑,男
423315,12/28/2020,电脑,男
461309,1/17/2021,电脑,男
478440,11/8/2020,手机,男
336903,11/9/2020,手机,男
332036,1/26/2021,电脑,女
329129,10/5/2020,手机,女
272695,12/4/2020,电脑,男
462143,10/8/2020,手机,男
440199,11/7/2020,电脑,女
451804,11/9/2020,手机,男
372019,11/8/2020,电脑,男
355997,1/11/2021,电脑,女
420129,11/21/2020,电脑,男
239452,12/26/2020,电脑,女
334457,10/7/2020,电脑,女
305784,11/15/2020,手机,女
335481,1/12/2021,电脑,男
460412,12/3/2020,手机,女
294483,11/21/2020,手机,男
284062,10/5/2020,手机,女
338084,1/9/2021,电脑,男
480875,12/30/2020,电脑,女
494747,12/8/2020,电脑,男
268515,11/10/2020,手机,女
316168,10/29/2020,电脑,女
265973,12/4/2020,手机,男
271324,12/13/2020,手机,女
466740,12/6/2020,手机,男
499424,12/7/2020,电脑,男
309347,10/18/2020,电脑,男
229359,1/6/2021,手机,男
490006,10/19/2020,手机,男
282433,11/17/2020,电脑,女
268555,10/2/2020,电脑,女
484695,10/26/2020,电脑,男
433133,11/16/2020,电脑,男
276102,12/10/2020,电脑,女
286497,10/30/2020,电脑,男
262239,1/8/2021,电脑,女
251943,10/18/2020,手机,男
424287,11/16/2020,电脑,男
475640,12/7/2020,电脑,男
203817,11/3/2020,电脑,女
266803,10/3/2020,手机,男
386941,11/1/2020,电脑,男
313201,1/4/2021,电脑,男
207418,1/24/2021,手机,男
254057,11/9/2020,电脑,男
352418,10/9/2020,电脑,男
390799,11/23/2020,电脑,女
348980,12/31/2020,电脑,男
413828,10/28/2020,手机,女
382116,11/17/2020,电脑,男
402206,11/5/2020,手机,女
227247,1/4/2021,电脑,女
444426,11/27/2020,手机,男
375814,1/19/2021,电脑,男
298439,12/31/2020,电脑,男
213657,11/23/2020,电脑,女
360096,10/11/2020,电脑,女
432974,11/23/2020,电脑,男
358024,11/29/2020,电脑,女
414266,10/17/2020,手机,女
247488,1/13/2021,电脑,男
351145,1/11/2021,电脑,女
487571,10/26/2020,电脑,女
283347,12/21/2020,电脑,女
327102,11/21/2020,手机,男
435655,10/8/2020,电脑,男
200960,10/22/2020,手机,男
347154,10/26/2020,电脑,女
244873,11/7/2020,电脑,男
485762,12/31/2020,电脑,女
264837,12/3/2020,手机,男
300943,11/22/2020,手机,女
230956,1/20/2021,电脑,女
214099,11/20/2020,电脑,女
414265,10/24/2020,手机,女
295245,1/23/2021,手机,男
329870,11/20/2020,手机,男
321452,10/24/2020,电脑,女
253676,12/14/2020,电脑,男
482326,10/6/2020,电脑,男
256324,11/25/2020,电脑,女
466741,11/20/2020,电脑,男
391942,11/12/2020,电脑,男
237489,12/13/2020,电脑,男
262676,1/22/2021,电脑,男
246361,10/12/2020,手机,男
251169,10/20/2020,电脑,男
355728,12/14/2020,手机,女
227758,10/29/2020,手机,女
296172,1/12/2021,手机,女
462491,10/25/2020,电脑,女
379263,12/16/2020,手机,男
224671,10/7/2020,手机,女
486846,12/16/2020,手机,男
309655,11/22/2020,电脑,男
337696,12/28/2020,手机,男
261229,1/21/2021,电脑,男
486973,1/27/2021,手机,女
269365,10/4/2020,手机,男
444828,1/23/2021,电脑,男
238065,12/15/2020,电脑,女
313045,10/4/2020,电脑,女
379518,10/3/2020,电脑,女
252323,1/16/2021,电脑,女
412587,11/9/2020,手机,男
228065,11/15/2020,电脑,女
463540,12/15/2020,电脑,男
384845,10/7/2020,电脑,女
200940,12/9/2020,电脑,女
489365,12/1/2020,手机,男
254449,12/2/2020,手机,女
384353,11/18/2020,手机,男
473947,10/14/2020,电脑,女
399878,10/5/2020,手机,女
315822,1/13/2021,电脑,男
477591,1/23/2021,手机,男
208419,11/22/2020,电脑,女
315184,10/19/2020,手机,男
211097,1/17/2021,电脑,女
458230,10/4/2020,电脑,男
421676,11/10/2020,电脑,女
443539,10/8/2020,电脑,男
444124,10/12/2020,电脑,女
373257,12/29/2020,电脑,男
271691,12/29/2020,电脑,男
407044,10/11/2020,电脑,女
213581,12/11/2020,电脑,男
455902,10/5/2020,电脑,女
258993,10/29/2020,电脑,女
301819,10/30/2020,电脑,女
407429,12/6/2020,电脑,女
280412,1/17/2021,电脑,男
223641,1/20/2021,手机,男
283649,10/5/2020,电脑,女
229786,1/5/2021,电脑,男
382787,10/18/2020,电脑,女
338440,1/12/2021,电脑,男
347054,10/17/2020,电脑,男
387439,10/4/2020,电脑,女
307465,11/10/2020,手机,女
213431,10/7/2020,电脑,女
317154,11/7/2020,电脑,女
201140,11/24/2020,电脑,男
489894,11/9/2020,电脑,女
494980,1/16/2021,手机,女
321057,10/7/2020,手机,女
266461,1/9/2021,手机,女
373174,11/16/2020,电脑,女
452331,10/1/2020,电脑,男
232751,12/30/2020,电脑,女
369246,11/2/2020,手机,女
359969,12/28/2020,电脑,男
496093,11/1/2020,手机,男
226761,1/14/2021,电脑,男
221210,11/2/2020,电脑,女
355366,11/8/2020,电脑,女
348677,10/10/2020,手机,男
236820,12/20/2020,电脑,男
478125,11/17/2020,电脑,女
225886,11/12/2020,电脑,男
314885,10/1/2020,电脑,男
210979,1/9/2021,电脑,男
295651,1/15/2021,手机,女
286939,10/4/2020,电脑,男
319917,12/12/2020,手机,女
275598,11/7/2020,手机,男
443931,11/22/2020,手机,女
207459,12/27/2020,手机,男
317466,10/31/2020,电脑,女
492485,1/8/2021,电脑,男
454292,10/19/2020,电脑,男
245787,11/1/2020,手机,男
308325,1/18/2021,手机,男
392523,12/21/2020,电脑,男
416464,11/18/2020,电脑,女
415731,10/9/2020,电脑,男
286574,10/9/2020,电脑,男
485989,12/4/2020,电脑,男
290561,10/21/2020,电脑,男
454701,1/9/2021,电脑,女
357384,11/9/2020,电脑,女
321946,11/18/2020,电脑,女
258182,1/12/2021,手机,男
425859,1/14/2021,手机,男
478079,1/13/2021,手机,女
267260,11/10/2020,手机,女
268148,11/9/2020,电脑,女
238219,12/11/2020,电脑,女
379251,11/19/2020,电脑,男
238362,10/31/2020,电脑,女
353175,10/25/2020,手机,女
269170,12/16/2020,电脑,男
419476,12/16/2020,电脑,女
450079,12/24/2020,电脑,男
207494,10/4/2020,手机,女
312115,1/10/2021,电脑,女
465645,10/17/2020,电脑,男
201679,11/16/2020,电脑,女
235535,12/21/2020,电脑,男
211270,12/29/2020,手机,男
229188,10/23/2020,手机,男
298914,10/16/2020,电脑,女
252723,12/30/2020,手机,女
227452,12/1/2020,电脑,女
246226,12/30/2020,手机,女
338011,11/22/2020,手机,女
233844,12/11/2020,手机,男
244395,12/12/2020,电脑,女
481878,11/25/2020,电脑,女
400685,11/12/2020,电脑,男
421787,12/25/2020,手机,女
275434,11/4/2020,电脑,男
413495,12/13/2020,手机,男
458805,1/27/2021,电脑,女
257333,1/8/2021,电脑,男
206824,12/20/2020,手机,男
374038,10/9/2020,电脑,男
287925,10/21/2020,手机,女
499862,11/7/2020,手机,男
242701,11/12/2020,手机,男
234299,10/4/2020,电脑,男
405906,10/2/2020,电脑,男
454266,1/14/2021,电脑,女
209069,11/8/2020,电脑,男
415346,11/10/2020,手机,男
