用户码,性别,累计消费次数,价值组别,页面版本,是否购买,retention_7
2089,男,1,低,新页面,否,FALSE
2090,男,11,低,旧页面,否,FALSE
2091,女,289,低,旧页面,是,FALSE
2092,女,155,低,新页面,是,TRUE
2093,女,256,低,新页面,是,TRUE
2094,男,4,低,新页面,否,FALSE
2095,男,1,低,新页面,否,FALSE
2096,女,359,低,新页面,是,FALSE
2097,男,3,低,旧页面,否,FALSE
2098,女,6,低,新页面,是,FALSE
2099,男,2,低,旧页面,否,FALSE
2100,男,41,低,新页面,否,TRUE
2101,男,4,低,新页面,否,FALSE
2102,女,7,低,新页面,是,FALSE
2103,女,84,低,新页面,是,TRUE
2104,男,1,低,旧页面,否,FALSE
2105,女,229,低,旧页面,是,TRUE
2106,女,13,低,新页面,是,FALSE
2107,男,2,低,旧页面,否,FALSE
2108,女,9,低,新页面,是,FALSE
2109,男,7,低,旧页面,否,FALSE
2110,女,195,低,旧页面,是,TRUE
2111,女,25,低,旧页面,是,FALSE
2112,女,32,低,旧页面,是,FALSE
2113,男,7,低,新页面,否,FALSE
2114,男,4,低,旧页面,否,FALSE
2115,女,3,低,新页面,是,FALSE
2116,男,10,低,旧页面,否,FALSE
2117,女,103,低,旧页面,是,FALSE
2118,男,3,低,旧页面,否,FALSE
2119,男,45,低,旧页面,否,TRUE
2120,男,7,低,旧页面,否,FALSE
2121,男,4,低,新页面,否,FALSE
2122,男,15,低,旧页面,否,FALSE
2123,女,75,低,新页面,是,FALSE
2124,男,5,低,新页面,否,FALSE
2125,男,15,低,旧页面,否,FALSE
2126,女,40,低,新页面,是,TRUE
2127,男,73,低,新页面,否,FALSE
2128,女,3,低,旧页面,是,FALSE
2129,男,40,低,旧页面,否,FALSE
2130,女,177,低,新页面,是,TRUE
2131,女,151,低,新页面,是,FALSE
2132,男,13,低,新页面,否,FALSE
2133,女,19,低,旧页面,是,FALSE
2134,女,146,低,新页面,是,TRUE
2135,男,8,低,旧页面,否,FALSE
2136,男,1,低,旧页面,否,FALSE
2137,男,2,低,新页面,否,FALSE
2138,男,11,低,旧页面,否,FALSE
2139,女,196,低,旧页面,是,TRUE
2140,女,70,低,新页面,是,FALSE
2141,女,126,低,旧页面,是,TRUE
2142,女,121,低,新页面,是,TRUE
2143,女,51,低,新页面,是,FALSE
2144,女,36,低,新页面,是,FALSE
2145,男,6,低,旧页面,否,FALSE
2146,男,3,低,新页面,否,FALSE
2147,女,26,低,旧页面,是,FALSE
2148,男,35,低,旧页面,否,FALSE
2149,男,3,低,旧页面,否,FALSE
2150,男,33,低,旧页面,否,FALSE
2151,男,15,低,新页面,否,FALSE
2152,女,238,低,旧页面,是,TRUE
2153,男,26,低,新页面,否,TRUE
2154,男,2,低,旧页面,否,FALSE
2155,男,3,低,旧页面,否,FALSE
2156,男,48,低,新页面,否,FALSE
2157,男,10,低,新页面,否,FALSE
2158,男,14,低,新页面,否,FALSE
2159,男,4,低,旧页面,否,FALSE
2160,男,40,低,旧页面,否,FALSE
2161,男,5,低,旧页面,否,FALSE
2162,女,58,低,新页面,是,FALSE
2163,女,39,低,新页面,是,FALSE
2164,男,17,低,旧页面,否,FALSE
2165,女,21,低,旧页面,是,TRUE
2166,男,5,低,新页面,否,FALSE
2167,女,11,低,旧页面,是,FALSE
2168,男,3,低,新页面,否,FALSE
2169,男,9,低,新页面,否,FALSE
2170,男,8,低,旧页面,否,FALSE
2171,女,17,低,新页面,是,FALSE
2172,女,23,低,旧页面,是,TRUE
2173,男,2,低,旧页面,否,FALSE
2174,男,53,低,新页面,否,FALSE
2175,男,21,低,旧页面,否,FALSE
2176,男,0,低,旧页面,否,FALSE
2177,男,21,低,旧页面,否,FALSE
2178,女,281,低,旧页面,是,TRUE
2179,男,29,低,旧页面,否,FALSE
2180,女,26,低,旧页面,是,TRUE
2181,男,0,低,旧页面,否,FALSE
2182,男,2,低,旧页面,否,FALSE
2183,男,30,低,新页面,否,FALSE
2184,女,100,低,旧页面,是,FALSE
2185,女,16,低,新页面,是,TRUE
2186,女,111,低,新页面,是,TRUE
2187,女,297,低,旧页面,是,TRUE
2188,男,0,低,新页面,否,FALSE
2189,男,1,低,新页面,否,FALSE
2190,男,33,低,新页面,否,FALSE
2191,男,1,低,新页面,否,FALSE
2192,男,3,低,旧页面,否,FALSE
2193,男,71,低,旧页面,否,FALSE
2194,女,19,低,旧页面,是,FALSE
2195,女,200,低,新页面,是,TRUE
2196,男,3,低,新页面,否,FALSE
2197,男,3,低,旧页面,否,FALSE
2198,女,7,低,新页面,是,FALSE
2199,男,11,低,新页面,否,FALSE
2200,男,9,低,新页面,否,FALSE
2201,男,2,低,新页面,否,FALSE
2202,女,181,低,旧页面,是,FALSE
2203,女,12,低,新页面,是,FALSE
2204,女,58,低,旧页面,是,FALSE
2205,男,7,低,旧页面,否,TRUE
2206,男,2,低,旧页面,否,FALSE
2207,女,386,低,新页面,是,TRUE
2208,男,5,低,旧页面,否,FALSE
2209,女,51,低,旧页面,是,FALSE
2210,女,27,低,新页面,是,FALSE
2211,女,329,低,新页面,是,TRUE
2212,女,14,低,新页面,是,FALSE
2213,男,8,低,新页面,否,FALSE
2214,女,89,低,新页面,是,FALSE
2215,男,1,低,旧页面,否,FALSE
2216,男,2,低,旧页面,否,FALSE
2217,男,48,低,新页面,否,FALSE
2218,女,174,低,新页面,是,FALSE
2219,男,0,低,新页面,否,FALSE
2220,女,50,低,新页面,是,TRUE
2221,男,7,低,旧页面,否,FALSE
2222,男,161,低,新页面,否,TRUE
2223,男,13,低,旧页面,否,FALSE
2224,男,1,低,新页面,否,FALSE
2225,女,164,低,新页面,是,FALSE
2226,女,6,低,新页面,是,FALSE
2227,男,2,低,新页面,否,FALSE
2228,女,187,低,新页面,是,TRUE
2229,男,25,低,新页面,否,FALSE
2230,男,3,低,新页面,否,FALSE
2231,女,246,低,新页面,是,TRUE
2232,男,6,低,新页面,否,FALSE
2233,男,0,低,旧页面,否,FALSE
2234,女,31,低,新页面,是,FALSE
2235,男,6,低,旧页面,否,FALSE
2236,男,20,低,旧页面,否,FALSE
2237,女,0,低,旧页面,是,FALSE
2238,男,13,低,新页面,否,FALSE
2239,男,15,低,新页面,否,FALSE
2240,女,41,低,新页面,是,FALSE
2241,女,128,低,旧页面,是,FALSE
2242,女,91,低,新页面,是,TRUE
2243,女,90,低,旧页面,是,FALSE
2244,男,2,低,旧页面,否,FALSE
2245,女,151,低,新页面,是,FALSE
2246,女,6,低,新页面,是,FALSE
2247,女,15,低,新页面,是,FALSE
2248,男,6,低,旧页面,否,FALSE
2249,女,17,低,旧页面,是,FALSE
2250,男,1,低,旧页面,否,FALSE
2251,男,3,低,旧页面,否,FALSE
2252,男,0,低,旧页面,否,FALSE
2253,男,7,低,旧页面,否,FALSE
2254,女,232,低,新页面,是,FALSE
2255,女,14,低,旧页面,是,FALSE
2256,女,26,低,旧页面,是,FALSE
2257,男,10,低,旧页面,否,FALSE
2258,女,277,低,旧页面,是,TRUE
2259,女,45,低,旧页面,是,FALSE
2260,男,10,低,旧页面,否,TRUE
2261,男,26,低,新页面,否,FALSE
2262,男,1,低,旧页面,否,FALSE
2263,男,12,低,新页面,否,FALSE
2264,男,24,低,旧页面,否,FALSE
2265,男,6,低,旧页面,否,FALSE
2266,女,18,低,新页面,是,FALSE
2267,男,6,低,新页面,否,FALSE
2268,男,11,低,新页面,否,FALSE
2269,女,145,低,旧页面,是,FALSE
2270,女,24,低,新页面,是,FALSE
2271,女,183,低,新页面,是,TRUE
2272,男,16,低,新页面,否,FALSE
2273,男,10,低,旧页面,否,FALSE
2274,男,2,低,旧页面,否,FALSE
2275,男,0,低,新页面,否,FALSE
2276,女,63,低,新页面,是,TRUE
2277,女,30,低,旧页面,是,FALSE
2278,女,30,低,新页面,是,FALSE
2279,男,15,低,旧页面,否,FALSE
2280,女,167,低,旧页面,是,FALSE
2281,男,3,低,旧页面,否,FALSE
2282,女,69,低,新页面,是,FALSE
2283,女,49,低,旧页面,是,FALSE
2284,男,7,低,旧页面,否,FALSE
2285,男,21,低,新页面,否,FALSE
2286,男,5,低,旧页面,否,FALSE
2287,女,42,低,新页面,是,FALSE
2288,男,4,低,新页面,否,FALSE
2289,男,114,低,新页面,否,TRUE
2290,女,197,低,新页面,是,TRUE
2291,女,49,低,旧页面,是,FALSE
2292,男,5,低,旧页面,否,FALSE
2293,男,1,低,新页面,否,FALSE
2294,男,2,低,旧页面,否,FALSE
2295,男,29,低,新页面,否,TRUE
2296,女,100,低,旧页面,是,FALSE
2297,男,2,低,新页面,否,FALSE
2298,女,23,低,旧页面,是,FALSE
2299,男,15,低,新页面,否,TRUE
2300,女,53,低,旧页面,是,FALSE
2301,男,4,低,新页面,否,FALSE
2302,男,0,低,旧页面,否,FALSE
2303,男,25,低,新页面,否,FALSE
2304,女,118,低,新页面,是,FALSE
2305,男,11,低,旧页面,否,FALSE
2306,女,114,低,新页面,是,FALSE
2307,男,36,低,新页面,否,FALSE
2308,女,26,低,新页面,是,FALSE
2309,女,36,低,旧页面,是,FALSE
2310,男,2,低,旧页面,否,FALSE
2311,女,8,低,旧页面,是,FALSE
2312,女,19,低,新页面,是,TRUE
2313,男,32,低,新页面,否,TRUE
2314,男,42,低,旧页面,否,FALSE
2315,女,16,低,新页面,是,FALSE
2316,女,24,低,旧页面,是,FALSE
2317,女,18,低,旧页面,是,FALSE
2318,男,9,低,旧页面,否,FALSE
2319,女,46,低,旧页面,是,TRUE
2320,男,2,低,新页面,否,FALSE
2321,男,1,低,旧页面,否,FALSE
2322,女,30,低,旧页面,是,FALSE
2323,男,0,低,旧页面,否,FALSE
2324,女,23,低,旧页面,是,FALSE
2325,男,6,低,旧页面,否,FALSE
2326,男,22,低,旧页面,否,FALSE
2327,男,14,低,新页面,否,FALSE
2328,男,11,低,旧页面,否,FALSE
2329,男,22,低,新页面,否,FALSE
2330,男,1,低,旧页面,否,FALSE
2331,男,2,低,新页面,否,FALSE
2332,男,3,低,新页面,否,FALSE
2333,女,14,低,新页面,是,FALSE
2334,女,288,低,新页面,是,TRUE
2335,女,204,低,新页面,是,TRUE
2336,男,6,低,旧页面,否,FALSE
2337,女,40,低,旧页面,是,FALSE
2338,女,32,低,旧页面,是,FALSE
2339,男,51,低,新页面,否,FALSE
2340,女,57,低,新页面,是,TRUE
2341,男,6,低,新页面,否,FALSE
2342,女,129,低,新页面,是,FALSE
2343,男,70,低,新页面,否,FALSE
2344,男,5,低,新页面,否,FALSE
2345,女,123,低,旧页面,是,TRUE
2346,女,55,低,新页面,是,FALSE
2347,男,5,低,新页面,否,FALSE
2348,女,232,低,新页面,是,FALSE
2349,男,1,低,新页面,否,FALSE
2350,男,2,低,新页面,否,FALSE
2351,男,1,低,新页面,否,FALSE
2352,女,387,低,新页面,是,TRUE
2353,男,0,低,旧页面,否,FALSE
2354,女,312,低,旧页面,是,TRUE
2355,女,1,低,旧页面,是,FALSE
2356,女,23,低,新页面,是,TRUE
2357,男,3,低,新页面,否,FALSE
2358,男,6,低,旧页面,否,FALSE
2359,女,5,低,新页面,是,FALSE
2360,女,80,低,旧页面,是,TRUE
2361,男,1,低,新页面,否,FALSE
2362,女,77,低,新页面,是,FALSE
2363,女,142,低,新页面,是,TRUE
2364,男,2,低,新页面,否,FALSE
2365,男,6,低,旧页面,否,FALSE
2366,女,36,低,新页面,是,FALSE
2367,男,2,低,旧页面,否,FALSE
2368,男,3,低,新页面,否,FALSE
2369,女,55,低,新页面,是,TRUE
2370,男,3,低,新页面,否,FALSE
2371,女,28,低,旧页面,是,FALSE
2372,男,10,低,旧页面,否,FALSE
2373,男,6,低,新页面,否,FALSE
2374,男,15,低,旧页面,否,FALSE
2375,男,12,低,新页面,否,FALSE
2376,男,14,低,新页面,否,TRUE
2377,男,2,低,旧页面,否,FALSE
2378,女,192,低,旧页面,是,TRUE
2379,男,1,低,新页面,否,FALSE
2380,女,7,低,旧页面,是,FALSE
2381,男,8,低,新页面,否,FALSE
2382,男,6,低,新页面,否,FALSE
2383,男,17,低,旧页面,否,FALSE
2384,女,35,低,新页面,是,FALSE
2385,男,24,低,旧页面,否,FALSE
2386,男,4,低,旧页面,否,FALSE
2387,男,2,低,旧页面,否,FALSE
2388,男,3,低,旧页面,否,FALSE
2389,男,12,低,旧页面,否,FALSE
2390,女,38,低,旧页面,是,FALSE
2391,男,10,低,旧页面,否,FALSE
2392,女,311,低,旧页面,是,TRUE
2393,男,184,低,旧页面,否,FALSE
2394,男,17,低,新页面,否,FALSE
2395,男,4,低,新页面,否,TRUE
2396,男,2,低,新页面,否,FALSE
2397,女,13,低,旧页面,是,FALSE
2398,女,128,低,旧页面,是,TRUE
2399,男,2,低,新页面,否,FALSE
2400,女,37,低,旧页面,是,FALSE
2401,女,63,低,旧页面,是,FALSE
2402,女,279,低,旧页面,是,TRUE
2403,男,1,低,旧页面,否,FALSE
2404,男,5,低,新页面,否,FALSE
2405,男,6,低,新页面,否,FALSE
2406,女,12,低,旧页面,是,FALSE
2407,男,3,低,旧页面,否,FALSE
2408,男,3,低,旧页面,否,FALSE
2409,男,2,低,旧页面,否,FALSE
2410,男,27,低,旧页面,否,FALSE
2411,男,2,低,新页面,否,FALSE
2412,女,21,低,旧页面,是,FALSE
2413,女,19,低,新页面,是,FALSE
2414,男,6,低,旧页面,否,FALSE
2415,男,7,低,新页面,否,FALSE
2416,男,2,低,新页面,否,FALSE
2417,女,38,低,旧页面,是,TRUE
2418,男,1,低,新页面,否,FALSE
2419,男,4,低,旧页面,否,FALSE
2420,男,6,低,旧页面,否,TRUE
2421,男,8,低,新页面,否,FALSE
2422,男,2,低,新页面,否,FALSE
2423,男,1,低,新页面,否,FALSE
2424,男,68,低,新页面,否,FALSE
2425,女,29,低,旧页面,是,FALSE
2426,男,12,低,旧页面,否,FALSE
2427,男,4,低,旧页面,否,FALSE
2428,男,15,低,新页面,否,FALSE
2429,女,177,低,旧页面,是,TRUE
2430,男,6,低,新页面,否,FALSE
2431,女,14,低,旧页面,是,FALSE
2432,男,6,低,新页面,否,FALSE
2433,男,12,低,旧页面,否,FALSE
2434,男,3,低,旧页面,否,TRUE
2435,男,50,低,旧页面,否,FALSE
2436,男,5,低,旧页面,否,FALSE
2437,男,0,低,新页面,否,FALSE
2438,男,25,低,新页面,否,FALSE
2439,男,4,低,旧页面,否,TRUE
2440,女,47,低,新页面,是,FALSE
2441,女,166,低,旧页面,是,TRUE
2442,男,5,低,新页面,否,FALSE
2443,男,20,低,旧页面,否,FALSE
2444,女,161,低,新页面,是,TRUE
2445,女,22,低,旧页面,是,FALSE
2446,男,22,低,新页面,否,FALSE
2447,女,32,低,新页面,是,TRUE
2448,女,355,低,旧页面,是,TRUE
2449,男,5,低,旧页面,否,FALSE
2450,男,7,低,旧页面,否,FALSE
2451,女,10,低,旧页面,是,FALSE
2452,女,57,低,新页面,是,TRUE
2453,男,47,低,旧页面,否,FALSE
2454,女,78,低,新页面,是,FALSE
2455,男,20,低,新页面,否,FALSE
2456,男,6,低,旧页面,否,FALSE
2457,男,2,低,旧页面,否,FALSE
2458,男,191,低,新页面,否,TRUE
2459,男,16,低,新页面,否,FALSE
2460,男,34,低,新页面,否,FALSE
2461,男,5,低,新页面,否,FALSE
2462,女,12,低,新页面,是,FALSE
2463,男,3,低,新页面,否,FALSE
2464,男,0,低,旧页面,否,FALSE
2465,男,2,低,旧页面,否,FALSE
2466,女,116,低,新页面,是,TRUE
2467,男,73,低,旧页面,否,FALSE
2468,男,13,低,新页面,否,FALSE
2469,男,5,低,新页面,否,FALSE
2470,女,33,低,旧页面,是,FALSE
2471,女,16,低,旧页面,是,FALSE
2472,女,96,低,旧页面,是,FALSE
2473,女,56,低,旧页面,是,TRUE
2474,女,204,低,新页面,是,TRUE
2475,男,14,低,旧页面,否,FALSE
2476,女,15,低,新页面,是,FALSE
2477,男,3,低,新页面,否,FALSE
2478,男,0,低,旧页面,否,FALSE
2479,男,13,低,旧页面,否,FALSE
2480,男,15,低,旧页面,否,FALSE
2481,男,17,低,新页面,否,FALSE
2482,男,25,低,新页面,否,FALSE
2483,男,17,低,旧页面,否,FALSE
2484,女,135,低,旧页面,是,TRUE
2485,女,299,低,新页面,是,TRUE
2486,男,1,低,新页面,否,FALSE
2487,女,160,低,旧页面,是,TRUE
2488,男,0,低,旧页面,否,FALSE
2489,女,11,低,新页面,是,TRUE
2490,男,1,低,旧页面,否,FALSE
2491,女,7,低,新页面,是,FALSE
2492,女,15,低,新页面,是,FALSE
2493,女,104,低,旧页面,是,TRUE
2494,女,135,低,新页面,是,TRUE
2495,女,14,低,旧页面,是,FALSE
2496,男,8,低,新页面,否,FALSE
2497,女,11,低,新页面,是,FALSE
2498,男,2,低,新页面,否,FALSE
2499,男,5,低,旧页面,否,FALSE
2500,男,9,低,旧页面,否,FALSE
2501,男,49,低,新页面,否,FALSE
2502,男,12,低,旧页面,否,FALSE
2503,女,19,低,新页面,是,FALSE
2504,女,79,低,新页面,是,TRUE
2505,男,39,低,新页面,否,TRUE
2506,女,12,低,旧页面,是,FALSE
2507,男,34,低,新页面,否,FALSE
2508,男,45,低,旧页面,否,FALSE
2509,男,16,低,旧页面,否,FALSE
2510,女,7,低,旧页面,是,FALSE
2511,女,34,低,旧页面,是,FALSE
2512,女,53,低,旧页面,是,FALSE
2513,男,4,低,旧页面,否,FALSE
2514,男,8,低,新页面,否,TRUE
2515,男,6,低,旧页面,否,FALSE
2516,男,17,低,新页面,否,FALSE
2517,男,15,低,新页面,否,FALSE
2518,男,10,低,新页面,否,FALSE
2519,男,10,低,新页面,否,FALSE
2520,男,10,低,新页面,否,FALSE
2521,男,3,低,新页面,否,FALSE
2522,女,28,低,新页面,是,TRUE
2523,男,9,低,旧页面,否,FALSE
2524,女,278,低,新页面,是,TRUE
2525,男,8,低,旧页面,否,FALSE
2526,男,5,低,新页面,否,FALSE
2527,男,11,低,旧页面,否,FALSE
2528,男,5,低,旧页面,否,FALSE
2529,男,78,低,新页面,否,TRUE
2530,女,115,低,新页面,是,TRUE
2531,女,98,低,新页面,是,TRUE
2532,女,11,低,旧页面,是,FALSE
2533,男,3,低,旧页面,否,FALSE
2534,男,18,低,新页面,否,FALSE
2535,男,18,低,新页面,否,FALSE
2536,男,9,低,新页面,否,FALSE
2537,男,4,低,新页面,否,FALSE
2538,男,8,低,新页面,否,TRUE
2539,男,10,低,新页面,否,FALSE
2540,女,37,低,新页面,是,FALSE
2541,女,28,低,新页面,是,FALSE
2542,男,2,低,旧页面,否,FALSE
2543,女,101,低,新页面,是,FALSE
2544,男,22,低,新页面,否,FALSE
2545,女,34,低,新页面,是,FALSE
2546,男,28,低,旧页面,否,FALSE
2547,女,111,低,新页面,是,TRUE
2548,男,13,低,新页面,否,FALSE
2549,男,0,低,新页面,否,FALSE
2550,男,1,低,新页面,否,FALSE
2551,女,32,低,新页面,是,FALSE
2552,女,20,低,新页面,是,FALSE
2553,女,38,低,新页面,是,FALSE
2554,男,0,低,旧页面,否,FALSE
2555,男,8,低,新页面,否,FALSE
2556,女,124,低,新页面,是,TRUE
2557,女,38,低,新页面,是,FALSE
2558,女,13,低,旧页面,是,FALSE
2559,女,232,低,新页面,是,FALSE
2560,男,2,低,旧页面,否,FALSE
2561,男,100,低,旧页面,否,FALSE
2562,男,3,低,新页面,否,FALSE
2563,女,42,低,旧页面,是,TRUE
2564,女,8,低,新页面,是,FALSE
2565,男,8,低,旧页面,否,FALSE
2566,女,23,低,旧页面,是,TRUE
2567,女,31,低,旧页面,是,FALSE
2568,男,17,低,旧页面,否,FALSE
2569,女,16,低,新页面,是,FALSE
2570,女,46,低,旧页面,是,TRUE
2571,男,10,低,新页面,否,FALSE
2572,男,9,低,新页面,否,FALSE
2573,男,4,低,新页面,否,FALSE
2574,男,1,低,旧页面,否,FALSE
2575,男,6,低,旧页面,否,FALSE
2576,女,37,低,新页面,是,FALSE
2577,男,0,低,旧页面,否,FALSE
2578,女,46,低,旧页面,是,FALSE
2579,男,7,低,新页面,否,FALSE
2580,男,2,低,新页面,否,FALSE
2581,女,57,低,新页面,是,FALSE
2582,男,6,低,新页面,否,FALSE
2583,男,3,低,旧页面,否,FALSE
2584,女,385,低,旧页面,是,TRUE
2585,女,61,低,新页面,是,FALSE
2586,女,54,低,新页面,是,TRUE
2587,男,19,低,旧页面,否,FALSE
2588,女,97,低,新页面,是,FALSE
2589,男,28,低,旧页面,否,FALSE
2590,女,40,低,新页面,是,FALSE
2591,男,38,低,新页面,否,FALSE
2592,男,12,低,旧页面,否,FALSE
2593,男,4,低,旧页面,否,FALSE
2594,女,57,低,新页面,是,FALSE
2595,男,4,低,旧页面,否,FALSE
2596,女,245,低,新页面,是,FALSE
2597,男,5,低,新页面,否,FALSE
2598,男,8,低,旧页面,否,FALSE
2599,女,23,低,旧页面,是,FALSE
2600,男,11,低,新页面,否,FALSE
2601,女,464,低,新页面,是,TRUE
2602,女,57,低,旧页面,是,TRUE
2603,女,28,低,新页面,是,FALSE
2604,男,19,低,新页面,否,TRUE
2605,男,17,低,新页面,否,FALSE
2606,女,131,低,旧页面,是,TRUE
2607,男,8,低,旧页面,否,FALSE
2608,女,230,低,新页面,是,TRUE
2609,女,80,低,新页面,是,TRUE
2610,男,65,低,旧页面,否,TRUE
2611,男,30,低,旧页面,否,FALSE
2612,女,45,低,新页面,是,TRUE
2613,女,61,低,新页面,是,TRUE
2614,男,30,低,旧页面,否,FALSE
2615,男,3,低,新页面,否,FALSE
2616,女,254,低,旧页面,是,FALSE
2617,男,21,低,旧页面,否,FALSE
2618,男,5,低,新页面,否,FALSE
2619,女,222,低,旧页面,是,TRUE
2620,男,31,低,新页面,否,FALSE
2621,男,24,低,旧页面,否,FALSE
2622,女,14,低,新页面,是,TRUE
2623,男,36,低,新页面,否,FALSE
2624,男,18,低,新页面,否,FALSE
2625,女,63,低,旧页面,是,FALSE
2626,女,100,低,新页面,是,TRUE
2627,女,39,低,旧页面,是,FALSE
2628,女,9,低,旧页面,是,FALSE
2629,男,9,低,新页面,否,FALSE
2630,男,3,低,旧页面,否,FALSE
2631,男,11,低,新页面,否,FALSE
2632,男,6,低,新页面,否,FALSE
2633,女,135,低,新页面,是,FALSE
2634,男,14,低,旧页面,否,FALSE
2635,女,15,低,新页面,是,FALSE
2636,男,1,低,新页面,否,FALSE
2637,女,77,低,旧页面,是,FALSE
2638,女,7,低,新页面,是,FALSE
2639,女,246,低,旧页面,是,TRUE
2640,女,81,低,新页面,是,TRUE
2641,男,16,低,新页面,否,FALSE
2642,女,58,低,新页面,是,FALSE
2643,女,23,低,新页面,是,FALSE
2644,男,2,低,新页面,否,FALSE
2645,女,98,低,新页面,是,FALSE
2646,男,1,低,新页面,否,FALSE
2647,男,0,低,旧页面,否,FALSE
2648,女,176,低,旧页面,是,TRUE
2649,男,13,低,旧页面,否,FALSE
2650,女,47,低,旧页面,是,TRUE
2651,女,15,低,新页面,是,FALSE
2652,男,7,低,新页面,否,FALSE
2653,女,456,低,新页面,是,TRUE
2654,女,25,低,旧页面,是,FALSE
2655,男,2,低,旧页面,否,FALSE
2656,男,10,低,新页面,否,FALSE
2657,男,7,低,旧页面,否,FALSE
2658,男,10,低,新页面,否,TRUE
2659,男,5,低,旧页面,否,FALSE
2660,男,316,低,新页面,否,TRUE
2661,女,121,低,新页面,是,TRUE
2662,女,45,低,新页面,是,FALSE
2663,男,25,低,旧页面,否,FALSE
2664,女,68,低,新页面,是,TRUE
2665,女,52,低,新页面,是,TRUE
2666,女,18,低,旧页面,是,FALSE
2667,男,18,低,新页面,否,FALSE
2668,男,31,低,旧页面,否,FALSE
2669,男,26,低,新页面,否,FALSE
2670,男,3,低,旧页面,否,FALSE
2671,男,5,低,新页面,否,FALSE
2672,女,11,低,旧页面,是,FALSE
2673,男,12,低,旧页面,否,FALSE
2674,女,30,低,旧页面,是,FALSE
2675,男,12,低,旧页面,否,FALSE
2676,男,83,低,新页面,否,TRUE
2677,女,138,低,新页面,是,FALSE
2678,女,106,低,旧页面,是,FALSE
2679,女,9,低,新页面,是,FALSE
2680,男,4,低,新页面,否,FALSE
2681,女,79,低,新页面,是,TRUE
2682,女,37,低,新页面,是,FALSE
2683,男,5,低,旧页面,否,FALSE
2684,女,83,低,旧页面,是,FALSE
2685,男,1,低,新页面,否,FALSE
2686,男,7,低,新页面,否,TRUE
2687,女,178,低,新页面,是,TRUE
2688,女,22,低,新页面,是,FALSE
2689,男,26,低,新页面,否,FALSE
2690,男,5,低,旧页面,否,FALSE
2691,男,9,低,旧页面,否,FALSE
2692,男,91,低,新页面,否,FALSE
2693,女,11,低,新页面,是,FALSE
2694,男,55,低,新页面,否,TRUE
2695,男,0,低,旧页面,否,FALSE
2696,男,11,低,旧页面,否,FALSE
2697,女,41,低,新页面,是,FALSE
2698,女,5,低,旧页面,是,FALSE
2699,男,38,低,旧页面,否,FALSE
2700,男,2,低,新页面,否,FALSE
2701,男,5,低,旧页面,否,FALSE
2702,女,57,低,旧页面,是,FALSE
2703,女,29,低,旧页面,是,FALSE
2704,女,113,低,新页面,是,TRUE
2705,男,18,低,新页面,否,FALSE
2706,男,4,低,旧页面,否,FALSE
2707,女,45,低,旧页面,是,TRUE
2708,女,0,低,新页面,是,TRUE
2709,男,43,低,旧页面,否,FALSE
2710,男,0,低,新页面,否,FALSE
2711,男,1,低,新页面,否,FALSE
2712,男,16,低,新页面,否,FALSE
2713,男,52,低,新页面,否,TRUE
2714,女,62,低,旧页面,是,TRUE
2715,男,0,低,旧页面,否,FALSE
2716,女,100,低,新页面,是,FALSE
2717,男,2,低,旧页面,否,FALSE
2718,男,9,低,新页面,否,FALSE
2719,男,11,低,旧页面,否,FALSE
2720,女,139,低,新页面,是,TRUE
2721,女,202,低,新页面,是,TRUE
2722,女,69,低,旧页面,是,TRUE
2723,男,3,低,新页面,否,FALSE
2724,女,71,低,新页面,是,TRUE
2725,男,28,低,旧页面,否,FALSE
2726,男,18,低,旧页面,否,FALSE
2727,男,21,低,旧页面,否,FALSE
2728,男,25,低,新页面,否,FALSE
2729,女,12,低,旧页面,是,FALSE
2730,男,14,低,新页面,否,FALSE
2731,男,28,低,旧页面,否,FALSE
2732,女,12,低,新页面,是,FALSE
2733,女,43,低,新页面,是,FALSE
2734,女,39,低,新页面,是,FALSE
2735,女,92,低,旧页面,是,FALSE
2736,女,52,低,旧页面,是,FALSE
2737,男,124,低,旧页面,否,FALSE
2738,男,0,低,旧页面,否,FALSE
2739,男,8,低,新页面,否,FALSE
2740,男,10,低,旧页面,否,FALSE
2741,女,57,低,新页面,是,TRUE
2742,男,7,低,旧页面,否,FALSE
2743,男,2,低,新页面,否,FALSE
2744,男,8,低,旧页面,否,FALSE
2745,男,109,低,旧页面,否,FALSE
2746,男,1,低,新页面,否,FALSE
2747,女,13,低,旧页面,是,FALSE
2748,男,85,低,新页面,否,FALSE
2749,女,35,低,旧页面,是,TRUE
2750,女,71,低,新页面,是,FALSE
2751,女,67,低,新页面,是,FALSE
2752,女,22,低,新页面,是,FALSE
2753,男,15,低,旧页面,否,FALSE
2754,男,2,低,新页面,否,FALSE
2755,女,77,低,旧页面,是,FALSE
2756,男,6,低,新页面,否,FALSE
2757,女,18,低,新页面,是,FALSE
2758,女,41,低,新页面,是,TRUE
2759,男,24,低,旧页面,否,FALSE
2760,男,4,低,旧页面,否,FALSE
2761,女,52,低,新页面,是,TRUE
2762,男,192,低,新页面,否,TRUE
2763,女,28,低,旧页面,是,FALSE
2764,男,9,低,旧页面,否,FALSE
2765,女,208,低,新页面,是,TRUE
2766,女,414,低,旧页面,是,TRUE
2767,男,1,低,新页面,否,FALSE
2768,男,5,低,新页面,否,FALSE
2769,女,227,低,旧页面,是,TRUE
2770,女,70,低,旧页面,是,TRUE
